student_id,name,age,experience_level,learning_style,interests,course_id,course_name,category,difficulty_level,ratings,num_reviews,time_spent_on_course,completion_status,video_id,video_topic,video_duration,time_watched,skip_count,pause_count,disengagement_score
f1f5fc01-cce5-4ff8-ac91-3c614be2c03e,Crystal Bauer,47,Intermediate,Visual,"Full Stack Development, Google Cloud, Computer Vision",ffa92a80-77c7-44bc-a1ff-ee8bc0a76c6e,Backend APIs with Node.js,Web Development,Intermediate,2.4,179,43,TRUE,61c92635-1ed4-4875-bc64-df346d00e124,Full Stack Development,182,169,3,2,0.13
344c5995-80c5-43c2-87ae-1a36bc58afa4,Marissa Smith,48,Beginner,Visual,"Deep Learning, Penetration Testing, Azure",496ff466-7bf0-4713-aecf-bc79f372cc37,Data Science Bootcamp,Data Science,Beginner,3.4,194,510,FALSE,164e7b1d-5637-4362-a55b-e9d7296c0596,Deep Learning,269,62,0,3,0.57
6d595b86-c533-414f-8339-82fca79795d1,Gary Torres,18,Intermediate,Visual,"Cyber Threat Intelligence, AWS",861f8451-b5e2-4ce9-b539-f16c4972fc1c,Serverless Computing,Cloud Computing,Intermediate,3.1,280,64,TRUE,2b4e47cb-aafd-4b50-9317-753850992f6a,AWS,228,174,7,4,0.35
394498d2-f492-42b5-996f-00c5c420efd0,Marc Dean,47,Intermediate,Visual,"Full Stack Development, Ethical Hacking",804a9348-b0d4-42ec-845d-f39e0d17c929,Backend APIs with Node.js,Web Development,Beginner,2.6,85,196,FALSE,89b5e93b-53ca-45e8-8344-24021f1b6281,Node.js,414,253,6,7,0.46
a8c837a4-31e5-4f00-a23c-c2f271287280,Troy Fitzgerald,33,Advanced,Reading/Writing,"Node.js, Deep Learning, Azure",de9b8fc4-1f00-4b00-9afc-5f28790797d7,Serverless Computing,Cloud Computing,Intermediate,2.7,327,562,FALSE,a3954c91-9c64-4fb6-bdc5-a7230aaf70b4,AWS,443,133,2,4,0.57
ce9049a7-5b12-4eca-8a34-628e08a9fda4,Timothy Lewis,41,Beginner,Kinesthetic,"Kubernetes, HTML & CSS",796f8097-46fc-4d35-92cc-91039f90a7c8,React and Redux,Web Development,Beginner,3.6,303,218,FALSE,f390cef2-4ea5-4c77-ab11-302dff21ef68,HTML & CSS,420,264,7,0,0.4
d8d6f517-5ca3-4844-9eea-ea2bde38e677,April Stone,43,Beginner,Kinesthetic,"Node.js, Data Analysis",c58c144b-082a-4ba4-85d6-7ab97b359e20,Python for Data Science,Data Science,Beginner,3.7,342,387,FALSE,24cf0576-0fe9-4729-a50e-bcd6bd40a58e,Data Analysis,362,185,8,1,0.51
37cbeee0-434c-47b1-a869-d50d232e9628,Thomas Hernandez,26,Advanced,Auditory,"Serverless Architecture, Neural Networks, Statistics",a13f17d6-4dcf-49a3-a083-525003c08110,Artificial Intelligence A-Z,AI,Advanced,2.8,160,45,FALSE,c6e43c77-96a5-4547-ae7b-ab835fe674b5,Neural Networks,487,300,6,8,0.47
97540a55-5f10-4cae-bf7a-78144ed5cf5b,Julie Deleon,29,Beginner,Kinesthetic,"Computer Vision, AWS",0aadfb5d-208a-4b4f-baf7-ea4364bfbcec,Kubernetes for DevOps,Cloud Computing,Beginner,1.6,461,341,FALSE,0fa093a9-285f-49c2-a5ed-11b06a1fc44a,Google Cloud,164,43,4,5,0.65
a8062725-189b-4e7c-adaf-0c4d230d8a12,Joseph Houston,38,Advanced,Visual,"Deep Learning, Node.js",c02e299b-669d-4797-b36e-100409e6cbf5,Backend APIs with Node.js,Web Development,Advanced,3.6,48,369,FALSE,0c7f976c-0211-4935-85de-6daa31beaabf,Full Stack Development,282,106,2,1,0.49
5e9c3c1d-f270-4f5d-885a-a1f013e8df7f,Lisa Jones,28,Intermediate,Kinesthetic,"React, Network Security",ed4e8022-e8a4-4254-8cdc-7acc80437fde,Advanced Penetration Testing,Cybersecurity,Intermediate,1.6,386,258,FALSE,d0f9e36e-3f07-4d4e-945a-1152df941b51,Network Security,89,55,9,5,0.5
1e9d17b3-af5d-40ab-bb96-caa3a7f835b3,Laura Clark,33,Beginner,Auditory,"Statistics, Computer Vision, React",4f4068e5-62ce-4a27-a637-45299eff1a9d,Computer Vision with OpenCV,AI,Beginner,1.9,453,372,FALSE,a00d41de-f051-4959-af6e-e38d77135dd2,Natural Language Processing,405,67,9,3,0.79
15f17bdd-eaa0-46dd-a1ad-f95e3bb188af,Christopher Terry,28,Intermediate,Visual,"JavaScript, Google Cloud, Machine Learning",8699a70e-ff63-4357-b310-f4c83f213366,Backend APIs with Node.js,Web Development,Intermediate,2.0,114,420,FALSE,2f840ac4-73b7-44b0-a132-8cc4560cc49e,JavaScript,355,111,1,9,0.59
053ffaa8-0e88-4fc1-959d-8f7d70cb855b,Linda Perez,21,Advanced,Auditory,"Data Analysis, Google Cloud",9eafef73-7aff-434b-b0c7-586eaa4576b7,Data Science Bootcamp,Data Science,Advanced,4.6,428,343,TRUE,3c743cbe-64db-4815-b03d-9341e2a34222,Statistics,458,448,1,5,0.09
b47729ea-40fc-4f51-9043-6234a17869cc,Donna Scott,25,Beginner,Visual,"Kubernetes, Natural Language Processing, Full Stack Development",8e40463b-a625-4c19-bc75-008b7d3875e4,Google Cloud Fundamentals,Cloud Computing,Beginner,4.0,462,446,TRUE,1386589f-3cc7-4bee-b6ea-74cdb4f82238,Azure,242,189,4,5,0.28
59dc4578-bd69-41d5-befd-e3dbc7452ef0,Ellen Wilkinson,28,Advanced,Auditory,"Cyber Threat Intelligence, Kubernetes",183e1185-f82d-4211-b26b-fc173ef00bf0,Network Defense,Cybersecurity,Intermediate,1.3,320,194,FALSE,5145d0cf-c5dc-408a-982d-3c4c02bf5fbf,Penetration Testing,388,65,5,1,0.69
1af6c051-68de-4f6a-9a2e-656143dc0632,James Adams,44,Advanced,Visual,"Statistics, Natural Language Processing",a306ec22-ee86-47e1-8dda-269acce92cb6,Python for Data Science,Data Science,Intermediate,3.8,42,216,FALSE,65e20cc1-6047-40bc-959a-94a8235ed4e3,Machine Learning,206,59,2,0,0.54
250505a7-9609-4aba-9f9f-ab00e06135ef,Elizabeth Stout,20,Intermediate,Visual,"Big Data, Natural Language Processing, Serverless Architecture",615ef407-433a-4c82-9a5a-86c1322166e1,Computer Vision with OpenCV,AI,Beginner,3.1,143,354,FALSE,ba6f9e28-0ce9-4355-ab3d-21768372ba92,Natural Language Processing,431,62,7,6,0.8
abd41b1e-43bc-4438-81ba-f446a3567f81,Whitney Lopez,25,Beginner,Kinesthetic,"Google Cloud, React",cfc9d65d-7504-40af-b610-45346021e59e,Full Stack Web Development,Web Development,Beginner,1.9,308,372,FALSE,1e0d140e-0ff9-4d3f-a9da-4b05977c28d9,JavaScript,367,126,1,0,0.48
455ff2d7-1b6b-4dc0-bc66-6a49e1c3f6ad,Robert Hoffman,35,Beginner,Visual,"JavaScript, Machine Learning, Natural Language Processing",0460b9ab-2046-4884-93a7-079da6ae96b9,Python for Data Science,Data Science,Beginner,4.2,58,529,TRUE,edf1e30c-a0dc-47b2-ba3d-3542fef0c7eb,Statistics,323,308,5,8,0.21
ee464152-056a-4d2e-a8d3-e60ef49c06bd,Laura White,30,Beginner,Visual,"Big Data, Serverless Architecture",fc2144f9-4c75-43fd-acfb-f47dc5e8734d,Serverless Computing,Cloud Computing,Beginner,3.7,227,164,FALSE,b291804a-12fe-4764-b564-9fb001742448,Serverless Architecture,452,257,5,3,0.43
3046ee07-bd51-40d0-9ed8-16ebed0e98b7,Mr. Justin Day,48,Advanced,Reading/Writing,"Data Analysis, React",29a0c05f-e830-4026-abec-bcb7c890eb75,Python for Data Science,Data Science,Intermediate,3.8,180,339,FALSE,b5e8e6e6-6d66-4242-a1ac-7bb6f2a38933,Statistics,93,41,4,4,0.51
9adec75d-c1ad-44ae-923c-9621c59ae5c0,Amber Robertson,35,Intermediate,Auditory,"Big Data, Google Cloud",feeb3af5-87d4-4739-96cf-334263f80863,Serverless Computing,Cloud Computing,Intermediate,4.0,75,461,TRUE,fd4e63a7-97e2-4c99-84a9-30d83ee05ed0,Google Cloud,425,349,6,4,0.29
c9a6413b-d623-43d7-b390-ce7231cdee3d,Nancy Patel,37,Beginner,Visual,"Reinforcement Learning, Deep Learning, Serverless Architecture",8f562140-831c-4562-bda5-66abf7276ba1,AWS Certified Solutions Architect,Cloud Computing,Beginner,3.5,97,236,TRUE,f940e272-92bd-4631-bb52-37d1b9ac3886,Azure,330,172,1,1,0.37
d04dc0d2-4a12-4130-8a0c-aecaf4fa6eec,Nicholas Lutz,25,Advanced,Visual,"Kubernetes, Full Stack Development, Network Security",57843443-1f7c-4910-b6cc-f86349e8b499,Cybersecurity Fundamentals,Cybersecurity,Intermediate,3.5,24,222,FALSE,d86ed890-e128-4069-bac3-9d4e9fac9e47,Ethical Hacking,50,14,6,0,0.62
d8e13bb9-c7a2-43ad-a601-d9d3b7f0134c,Peter Nichols,23,Beginner,Kinesthetic,"Deep Learning, Reinforcement Learning",cf4b9e51-0126-475e-b607-5a0b997fbb35,Artificial Intelligence A-Z,AI,Beginner,2.8,195,190,FALSE,9b9c5542-808e-4d7f-8307-f511397c41fb,Reinforcement Learning,216,17,1,6,0.72
fc1d2ddf-98fd-4c9a-b5c4-38e69c6223dc,Dylan Gonzalez,24,Intermediate,Kinesthetic,"Cyber Threat Intelligence, Serverless Architecture",81394425-05fa-48e5-853d-64b2bcb9c27d,Cybersecurity Fundamentals,Cybersecurity,Beginner,3.7,445,231,TRUE,3555c16d-0ff4-417e-8587-2e8a86384e1b,Ethical Hacking,465,460,7,0,0.15
bdc7adcf-ed58-424d-81f7-a168ca3b73e8,Mark Horn,41,Beginner,Visual,"Statistics, Reinforcement Learning, Full Stack Development",a376bb5c-4f94-4c1e-9c50-5ba125477d8e,Python for Data Science,Data Science,Beginner,1.9,215,599,FALSE,e67e2386-c125-48d3-b8e5-0670707daf21,Data Analysis,497,178,4,4,0.57
7e7c5d95-5048-4ce5-b988-92be735c068f,Mindy Richardson,35,Beginner,Kinesthetic,"Serverless Architecture, Big Data",4431357c-006c-4775-b7b0-d0ebf1a0e87e,Deep Learning with TensorFlow,Data Science,Beginner,2.8,303,73,FALSE,71859d69-72cc-4995-92ae-b4d41f037654,Data Analysis,273,93,2,0,0.5
54656abb-d9cc-4216-98c6-43240b2a43fa,Susan Williams,20,Intermediate,Auditory,"Full Stack Development, Statistics, Cyber Threat Intelligence",4fd5e88b-fb05-4c6f-8929-d9ee91264300,JavaScript Mastery,Web Development,Intermediate,3.0,44,524,FALSE,758184d6-de21-4c1c-838d-199f615df765,JavaScript,384,239,6,9,0.47
8a18e29a-3c56-401a-93f4-258cc9c1d3f8,Gloria Mcintosh,49,Beginner,Auditory,"Ethical Hacking, Data Analysis, HTML & CSS",069b0e76-a113-4b8e-8b30-6369b7b89064,Network Defense,Cybersecurity,Beginner,3.9,460,589,TRUE,4e899e4d-0c5e-4174-b1c0-7289dad028e6,Cyber Threat Intelligence,100,80,8,0,0.3
4334c483-639b-45fd-b28e-a383a3f843c7,Erika Raymond,43,Beginner,Visual,"Serverless Architecture, React, Statistics",d24961c8-7b9f-4f97-9c56-ca4f1b07b9ed,Python for Data Science,Data Science,Beginner,3.0,467,486,FALSE,a4148ad1-cc7d-4029-97fa-4beabcf6e929,Data Analysis,322,160,0,8,0.43
faae30da-a6e5-4a56-9681-7fe7e241c149,Sarah Osborne,29,Intermediate,Visual,"Neural Networks, Serverless Architecture",a2452510-645c-44b5-97e2-4095d578e71f,Artificial Intelligence A-Z,AI,Intermediate,3.3,243,439,TRUE,f10c97f9-a35e-4c69-926a-591eb7a69feb,Computer Vision,453,423,9,7,0.3
38a0e5e7-e753-44a4-a333-7a602276360c,Donald West,43,Beginner,Visual,"Neural Networks, Azure",2c8d920a-9f27-4340-b698-677a373f301c,Neural Networks from Scratch,AI,Beginner,2.1,285,341,FALSE,b97d18cc-747f-406b-b800-65e152d2fb09,Computer Vision,61,31,8,9,0.59
3c654ea6-e06c-4a25-a7c1-8a81efd2060c,Maria Goodwin,24,Intermediate,Visual,"Reinforcement Learning, Data Analysis",28cabece-ce44-4add-85fc-1b4cc893e5fc,Artificial Intelligence A-Z,AI,Beginner,3.7,72,319,FALSE,2bcec5a5-15c9-491e-b5a2-074648d0ec43,Natural Language Processing,258,110,4,8,0.56
b49d53c9-36fe-46cc-907e-d1d56e7660ed,Stephanie Lane,32,Advanced,Auditory,"Ethical Hacking, JavaScript, Azure",c4618a4f-d6ec-4f8e-b182-ebe5cab38ed2,Network Defense,Cybersecurity,Advanced,4.4,194,457,TRUE,bb1e0323-0886-4873-8852-69d3f1a91cf4,Cyber Threat Intelligence,115,98,5,2,0.22
8de75dbb-10cf-40a1-99f6-cb6865c2e1fe,Lindsey Taylor,21,Intermediate,Reading/Writing,"Azure, JavaScript, Statistics",4902c885-74f0-44d9-a473-4da8948a5162,Data Science Bootcamp,Data Science,Beginner,4.4,76,449,TRUE,c6faa104-525e-4253-ad77-f6d5cb049f24,Machine Learning,83,67,0,7,0.2
8a7b8d47-b7c3-4000-9414-435eae9b68ae,Ashley Garza,23,Advanced,Visual,"React, Google Cloud",7e04066d-24f4-41a1-a089-ccffa93d23a8,Serverless Computing,Cloud Computing,Advanced,2.0,55,101,FALSE,362ea1a0-946b-4d2f-8380-862bfea1e34c,Google Cloud,71,35,0,6,0.41
9a4443e1-fedc-41d6-a275-da6f70d3028c,Joseph Murphy,31,Intermediate,Kinesthetic,"JavaScript, Statistics",f956997b-5f9a-4609-b206-d385acc400ef,Backend APIs with Node.js,Web Development,Intermediate,2.0,497,322,TRUE,9c5e28e1-d0f9-475e-beaa-d097e2d63cf0,HTML & CSS,347,252,2,5,0.28
41e2d0b3-1920-49b4-b08c-9b41d8fff08c,Mrs. Belinda Martin,48,Intermediate,Visual,"Data Analysis, Penetration Testing, Azure",929b89d7-e9cf-4ae7-840d-1afd1cce4198,Statistics for ML,Data Science,Intermediate,2.4,282,421,FALSE,4165b847-9221-463d-be92-7c99721c9aba,Big Data,252,147,7,9,0.52
e7f390f2-ff9d-48f0-a6b7-f39f88af9ddd,Kristin Rocha,34,Intermediate,Visual,"Cyber Threat Intelligence, Big Data",fa8c487c-0640-4cd6-aa6e-f232f664c6c2,Statistics for ML,Data Science,Beginner,2.6,456,61,FALSE,fa3420b5-ff8b-4afe-9614-f4473181e663,Statistics,287,40,9,6,0.84
6f6f5e39-effb-4be1-9bfd-2cb4ecb508a0,Elizabeth Martin,40,Beginner,Reading/Writing,"Kubernetes, Node.js, Reinforcement Learning",4d8d2bdc-5880-4b45-b258-e2baf9e9f407,React and Redux,Web Development,Beginner,1.5,299,442,FALSE,074cf290-fd53-4338-ba1e-63410d81e674,Node.js,350,113,2,0,0.51
057fbda4-f244-44ac-afac-71021e1694c6,Barry Schneider,47,Advanced,Visual,"React, Deep Learning, Network Security",c165829c-867e-42c8-88f6-b0aed1782cf4,Network Defense,Cybersecurity,Advanced,1.6,498,215,FALSE,719ee32c-84a7-41b9-8b2c-ceacd92d6359,Ethical Hacking,405,66,3,8,0.73
9e1c8e02-3ced-41e1-8606-3332dbd79b4f,Joy Smith DDS,37,Advanced,Visual,"Big Data, JavaScript, Penetration Testing",642a50da-9294-4af9-b520-fce635e7f370,Data Science Bootcamp,Data Science,Intermediate,4.3,139,236,TRUE,6cf624e0-43e3-4b39-9a1f-c740bc7bca93,Machine Learning,101,61,2,0,0.32
97ccfb19-f8e6-4d5a-a5a4-5d8759613205,Jennifer Valentine,36,Intermediate,Visual,"Network Security, Kubernetes",0caa6ca6-8b2d-4c8c-b8d7-1c5e2eaa6418,Certified Ethical Hacker (CEH),Cybersecurity,Intermediate,1.5,271,227,FALSE,6e162d90-21b0-4b5f-83ee-a8b77d7b8f2f,Cyber Threat Intelligence,220,90,7,1,0.56
b066acb7-a7ce-4f71-98ec-98780a6bf033,Matthew Bryan,24,Beginner,Visual,"Ethical Hacking, Natural Language Processing",47161587-dbed-4b02-9d0b-d0e8db7a3895,Computer Vision with OpenCV,AI,Beginner,1.7,112,109,FALSE,a887f443-c613-4648-9bf4-612a6acf9d1b,Computer Vision,243,18,6,7,0.84
cf43df2a-d067-49dc-b501-692811023750,Jason Olsen,38,Intermediate,Visual,"React, Big Data, Computer Vision",959d4d3a-ee28-4869-846c-48d7876caa70,Computer Vision with OpenCV,AI,Beginner,2.5,363,107,FALSE,cc2836c7-2f29-4ba6-b5b2-a2237a32d056,Neural Networks,327,149,9,8,0.64
19018f33-ddf9-4b18-a721-c7ca0b138a13,Cindy Duncan,27,Advanced,Reading/Writing,"Serverless Architecture, Ethical Hacking",6244a14d-1792-43c7-afb0-999073b2418a,Google Cloud Fundamentals,Cloud Computing,Intermediate,3.8,423,46,FALSE,b72d5ee0-8fd2-4256-a2df-2a89129e4920,Google Cloud,153,76,4,6,0.49
08049d06-3fb0-40b5-a215-0fa5aa5ba6d1,Brian Howard,30,Intermediate,Visual,"Penetration Testing, HTML & CSS, Machine Learning",ee92bd6c-6383-48cb-8f4b-204440213af9,Statistics for ML,Data Science,Intermediate,1.6,438,471,FALSE,f8da87f6-a7f1-4092-bc1b-84c4f81f81f9,Machine Learning,279,65,6,8,0.74
a85d9557-edbc-4aac-9071-47e3e388c9c7,Rebecca Miller,38,Advanced,Visual,"Node.js, AWS",ccf8f42f-2144-4635-8937-54b61df3e1b4,JavaScript Mastery,Web Development,Advanced,1.9,429,251,FALSE,1c41ac2b-fabb-423e-a6e6-2dd4e7881fbc,Node.js,216,157,8,8,0.43
13ece093-2ea9-4c21-8bcd-71ccf5830d72,Luis Barry,19,Advanced,Visual,"Azure, HTML & CSS, Deep Learning",d635f084-7e47-43f2-ac47-ee56e388c371,Kubernetes for DevOps,Cloud Computing,Intermediate,2.6,116,586,FALSE,97fe467c-461d-4cc8-bc08-8f94eb07dc8c,Serverless Architecture,347,47,9,3,0.82
84228d9e-acab-4d61-83ae-28095ecb243c,Nicholas Mckay,33,Advanced,Reading/Writing,"Natural Language Processing, Serverless Architecture, Big Data",5e49498a-4a25-4913-b76e-9bfbeed24a5d,Serverless Computing,Cloud Computing,Advanced,4.0,208,482,FALSE,bf15ff35-9ea4-471b-adac-2791b04d4fb5,Azure,248,116,2,8,0.49
0c14b43a-66d4-4230-9d51-1d378ce0e774,Cody Griffith,32,Beginner,Visual,"Penetration Testing, Full Stack Development",2dea8a2b-71c3-4489-ad57-02de0aff15ad,React and Redux,Web Development,Beginner,1.7,194,134,FALSE,64b281ef-95f6-4e0f-8ab4-b6f86ad4ce61,Full Stack Development,152,97,7,4,0.43
192ea0f4-2a4d-4f12-ba60-a216dc97ecf4,Andrew Cannon,49,Advanced,Visual,"Google Cloud, JavaScript, Penetration Testing",07029c15-f7a2-4467-8dd1-fcfee49f559a,AWS Certified Solutions Architect,Cloud Computing,Advanced,3.6,366,447,FALSE,d0f5e60d-4d05-4aa2-ba5f-1fb60f7f080e,Azure,115,48,8,9,0.66
d390ea82-5056-41b8-971a-a08c16f7bdb7,Harold Doyle,23,Beginner,Reading/Writing,"HTML & CSS, Azure, Natural Language Processing",d3a11d34-791b-45e5-a208-0952a435d67a,Kubernetes for DevOps,Cloud Computing,Beginner,1.8,266,191,FALSE,9daaab1e-4a2d-44ca-8368-745509e8be4d,Google Cloud,200,50,6,2,0.66
65de60f8-0fe8-436f-b63b-2ee980adccd0,Sierra Wilson,19,Intermediate,Reading/Writing,"AWS, HTML & CSS, Neural Networks",7419f1e6-fea1-4ae7-893f-67866bf5adcb,Artificial Intelligence A-Z,AI,Intermediate,3.0,325,237,FALSE,fb7f8d66-8ea4-4af9-8a08-15bab34ae399,Reinforcement Learning,248,127,7,8,0.56
df9c208a-ad20-4f01-9110-db8f2ce8dd5f,Joseph Nunez,46,Beginner,Visual,"JavaScript, Neural Networks, Kubernetes",4d6f0226-a613-4732-afd6-e839e2f2fc4b,Kubernetes for DevOps,Cloud Computing,Beginner,1.1,488,592,FALSE,7d90138b-2616-45a5-b6a2-2188dd87028f,Google Cloud,377,36,8,2,0.81
ca039142-cf2f-4d5d-8a8b-4adfdb3a0d2e,Julie Mccoy,24,Advanced,Auditory,"Cyber Threat Intelligence, Deep Learning, Node.js",a301bf23-68bf-43be-88c6-53ce6c3dd173,JavaScript Mastery,Web Development,Intermediate,1.2,91,231,FALSE,604505de-8ab5-4a1c-980c-7f1bcf08937f,React,381,35,2,7,0.75
f0aa1c54-299a-4d3b-b8ec-66fa2ea3b935,Katherine Olson,23,Advanced,Visual,"Kubernetes, Machine Learning, Computer Vision",4ca45091-9f08-4c07-a639-842c7cbba43b,Artificial Intelligence A-Z,AI,Advanced,2.8,42,277,FALSE,f3bd98c6-3aa3-47db-aaec-6b57db4efff9,Neural Networks,138,47,3,2,0.54
bf7ff8ff-3ffc-4cd1-8578-a3b90bf0eb71,Brian Anderson,18,Advanced,Visual,"Penetration Testing, Full Stack Development",a76754e6-20e5-4feb-ad01-da35adffdb14,React and Redux,Web Development,Intermediate,1.6,282,543,FALSE,0e32c80a-d38e-4b4a-aa82-a472054815da,Full Stack Development,380,158,5,5,0.56
53643830-8d9d-4e79-985e-1074560003c1,Antonio Thomas,48,Intermediate,Visual,"Azure, Network Security, HTML & CSS",073937a2-15af-4c91-992b-1fa51c4e09ab,Network Defense,Cybersecurity,Beginner,2.4,242,102,FALSE,c3568da6-4371-4417-a44d-4e83c2a5a9de,Penetration Testing,152,77,1,3,0.4
9e885ff0-bcd8-4ff4-a713-902d715c304e,Douglas Smith,32,Advanced,Visual,"HTML & CSS, Cyber Threat Intelligence, Computer Vision",63dce68d-39aa-4062-a4ca-16a88c4b1238,Full Stack Web Development,Web Development,Intermediate,3.5,240,144,FALSE,0208377d-e2b1-49ae-8960-36ce516d6d48,Full Stack Development,330,31,3,6,0.75
333afb0e-f487-4b84-b21c-b32acb4588ce,Troy Holmes,44,Beginner,Visual,"Cyber Threat Intelligence, Statistics",daccd975-3253-4013-af40-8e60069a7710,Advanced Penetration Testing,Cybersecurity,Beginner,3.1,363,138,FALSE,07da2e6f-db8f-4e58-b33d-80d5e3860327,Ethical Hacking,180,56,8,1,0.65
95b91c65-ab37-485e-aa0a-0b88ad4c50f1,Brian Guzman,30,Advanced,Visual,"Cyber Threat Intelligence, Full Stack Development",d1dc86b6-12f5-4d45-a996-186f8d1c97a8,Cybersecurity Fundamentals,Cybersecurity,Intermediate,2.6,353,147,TRUE,177a338c-30c3-4211-b9c3-972c8d9a0c23,Cyber Threat Intelligence,299,291,5,5,0.17
a378cff2-6642-406d-848a-87e2c5cd6308,Rachel Johnson,38,Intermediate,Visual,"AWS, HTML & CSS, Machine Learning",64858328-f932-4972-a74e-12bb5933b54c,Deep Learning with TensorFlow,Data Science,Intermediate,4.4,239,264,TRUE,6ba343b2-8382-4f65-9298-5eb405d24618,Data Analysis,465,366,7,2,0.31
6a03faf4-60bb-4d15-b721-8ae64f11d909,David Johnston,18,Advanced,Visual,"Statistics, Azure, JavaScript",5e622833-0ad6-4459-834e-aaa68c064cd8,Serverless Computing,Cloud Computing,Advanced,2.1,247,493,FALSE,48e46aae-ffb1-4a4c-816b-5a93bcfe972a,Google Cloud,342,78,9,7,0.79
09f9dc09-a382-4131-9029-e3c83a9107e5,Brittney Brooks,23,Beginner,Visual,"Penetration Testing, Serverless Architecture, Full Stack Development",a7b7cf2e-08d8-4f04-a24b-57a9befe55db,Serverless Computing,Cloud Computing,Beginner,1.7,300,209,FALSE,70f8eb10-5fa2-40ff-8339-33b768d5a020,Azure,114,32,9,0,0.68
5b8205d7-2d24-4a9d-95f0-7cccc80cbd98,Amber Moreno,23,Beginner,Auditory,"Penetration Testing, Kubernetes",a4e276c7-eaaa-405c-b7a8-cbc5e5a5e9fe,Google Cloud Fundamentals,Cloud Computing,Beginner,2.1,406,64,FALSE,b40339f2-ef98-423a-893b-8ac2e3dc7152,Azure,450,302,6,6,0.41
17b10696-ccb1-4061-b743-42a78afca3ac,Tracy Adams,20,Advanced,Visual,"Google Cloud, Ethical Hacking, Big Data",346baf17-9407-4c71-ad90-cfa78def25d0,Serverless Computing,Cloud Computing,Advanced,3.0,278,112,TRUE,347eb874-e7d6-4f10-bbf6-1a1d5355254c,Serverless Architecture,431,369,9,0,0.28
9a7d3680-9df8-417d-b6e6-ba964a37be23,Michael Navarro,30,Intermediate,Reading/Writing,"AWS, Ethical Hacking",d497fa52-0d55-42a9-ac7e-0b591f95d157,Network Defense,Cybersecurity,Intermediate,3.5,33,545,FALSE,72c2055a-b89f-4cf6-ab93-0f17b83c4783,Ethical Hacking,322,116,9,4,0.67
a516fa9f-c8aa-45d0-9762-bd0aa364b2ab,Raymond Horton,29,Advanced,Visual,"Big Data, Kubernetes, React",4cde54b0-3273-43b2-a287-12e1281e0e7a,Serverless Computing,Cloud Computing,Advanced,2.3,48,81,FALSE,5cb26faf-7761-4ebc-9257-9c6f52584a63,Kubernetes,392,226,6,5,0.47
01d72456-5a1a-4b1d-bba9-d820ab665e73,Brian Smith,25,Intermediate,Visual,"Full Stack Development, Neural Networks, Data Analysis",e6666139-8edf-4cef-9717-22d89f966705,Full Stack Web Development,Web Development,Intermediate,3.7,378,536,TRUE,8283d89e-2a94-4124-b546-b56d50e8b081,Node.js,362,308,5,2,0.22
7676b388-12f7-43df-bbb3-1e87ce0b39b3,Ryan Moyer,29,Advanced,Auditory,"Statistics, React, Kubernetes",059cf64d-65a7-4b8a-8dfd-e45abd788db0,Google Cloud Fundamentals,Cloud Computing,Advanced,2.4,461,236,FALSE,93b7c9a4-21ba-420d-828b-9e9c4e93c794,Kubernetes,320,234,8,6,0.41
59b5633b-2ab1-4106-aaaa-73cc018f5b11,Brian Carpenter,36,Intermediate,Visual,"Google Cloud, Ethical Hacking, Data Analysis",3dea94ae-59d7-44a2-a951-0842b1eea3c0,Network Defense,Cybersecurity,Intermediate,2.2,340,74,FALSE,3279000e-a14a-4136-8046-ab6f0c46db19,Ethical Hacking,219,88,8,4,0.62
82010dc7-a1d8-4d67-b272-07e3e729a3cd,William Bridges,29,Beginner,Reading/Writing,"Natural Language Processing, Full Stack Development",b70485e0-e499-4e17-99fe-74150a7bcbeb,Full Stack Web Development,Web Development,Beginner,1.6,134,206,FALSE,76d932df-5807-4491-a151-b3abbf091e25,JavaScript,416,100,3,9,0.68
08672fa9-78fd-4994-a309-2db80e6e7b6f,Rachel Dixon,40,Beginner,Visual,"Serverless Architecture, Ethical Hacking, JavaScript",013eb6d6-c1bc-485c-97bf-c52669f0d38e,Network Defense,Cybersecurity,Beginner,2.5,128,192,TRUE,14f5eb33-dc7e-4a59-8233-d7f3452695b3,Cyber Threat Intelligence,401,294,3,9,0.34
2c516738-fd0e-45cd-b54b-45f160401b14,Joshua Morales,22,Advanced,Visual,"React, Cyber Threat Intelligence",56a49742-14eb-4b1a-b2cb-478a1e2ec815,Advanced Penetration Testing,Cybersecurity,Intermediate,3.9,495,276,FALSE,05aab93a-e2d4-4b14-9b2b-0cac498290a8,Network Security,328,148,3,3,0.47
7e435e4b-daa4-445b-ab0b-ffbf8d7ed93c,Brian Anderson,27,Beginner,Auditory,"Penetration Testing, Statistics",70be60eb-3f15-430d-83aa-3ee85d8d91fc,Certified Ethical Hacker (CEH),Cybersecurity,Beginner,2.8,297,154,FALSE,1d18befb-6f72-438d-8f55-6218f41f2650,Cyber Threat Intelligence,364,84,7,1,0.69
665d06d6-f8ab-4270-b6ac-4cbc6eb289d0,David Hull,47,Intermediate,Visual,"JavaScript, Deep Learning, Google Cloud",fea47541-48dd-4b39-8074-6422a59cd370,Full Stack Web Development,Web Development,Beginner,2.2,332,474,FALSE,3df95ccf-0d15-4de6-af80-352a14549904,HTML & CSS,249,28,1,2,0.66
